anomes_abt,id_cliente,nome,idade,tempo_de_conta_em_anos,segmento,att_vinculo_empregaticio,vinculo_empregaticio,salario_estimado,saldo_em_conta,reng_ult_3_meses,contato_ult_3meses,qtd_contratos_em_atraso,saldo_em_atraso,combo_produtos_em_atraso,maior_atraso,renegociou_no_mes_seguinte
202301,588145945,Yago Cunha,22,4,IP,0,Empregado,27934.11102419532,11087.924116539363,0,0,3,8864.273298046366,"CARTAO, IMOBILIARIO, VEICULO",75,1
202305,165005577,Giovanna Gomes,25,7,IP,0,Empregado,25330.469575925992,6867.881506639372,1,0,5,6079.861925321288,"IMOBILIARIO, CARTAO, VEICULO",58,1
202302,785688236,Dra. Nicole Ramos,30,12,IU,0,Empregado,11138.844887955032,2780.628680283173,0,0,1,43334.58579440163,CARTAO,11,0
202302,134436645,Levi Cavalcanti,27,9,IA,0,Empregado,6418.532493963277,904.4597771430424,0,0,2,14284.944198939082,IMOBILIARIO,40,1
202302,553184702,Lívia Abreu,46,28,IP,0,Empregado,20655.693807373496,2758.1609534211216,0,1,4,41739.976276581394,VEICULO,94,0
202301,686700164,Sr. Brayan Macedo,35,17,IP,0,Empregado,25437.30651125473,5100.016099356588,0,1,5,27790.98416067818,"CARTAO, IMOBILIARIO, VEICULO",61,0
202302,785534409,Maria Vitória Oliveira,36,18,IP,0,Empregado,,,0,0,5,39676.421055394574,"IMOBILIARIO, CARTAO",119,0
202303,194968544,Otávio Cavalcante,44,26,IA,0,Empregado,9761.18203683003,2847.3043011188693,0,0,2,45220.07693575384,VEICULO,8,0
202306,135248842,Cecilia da Rosa,46,28,IU,0,Empregado,,,0,0,1,28015.086217660508,"CARTAO, IMOBILIARIO",116,1
202306,378559780,Thomas Brito,28,10,IA,1,Empregado,3018.6532113269823,1041.4520874142083,0,1,4,29695.623906735884,CARTAO,47,0
202306,285728113,Samuel Farias,41,23,IP,0,Desempregado,,938.063011686061,1,0,4,9314.601135531577,"VEICULO, CARTAO",99,0
202305,457599735,Sr. Ian Silveira,61,43,IA,0,Empregado,6183.733978034986,1776.2209818888168,0,1,1,27495.502409728942,"IMOBILIARIO, VEICULO, CARTAO",45,1
202302,225387752,Maria Flor Campos,41,22,IU,0,Empregado,13547.83445460633,1845.773125262177,1,1,2,33955.344627000544,"CARTAO, IMOBILIARIO, VEICULO",4,1
202305,159179859,Maya Teixeira,47,30,IA,0,Autônomo,14464.234800999073,18394.268422655736,0,0,3,37962.95663599276,"CARTAO, VEICULO, IMOBILIARIO",105,0
202304,242278314,Cecilia Correia,54,36,IP,0,Desempregado,0.0,729.4974614615995,0,1,3,28695.926607748534,"VEICULO, CARTAO, IMOBILIARIO",28,0
202305,421461751,Dra. Anna Liz Costela,63,45,IA,0,Empregado,,,0,0,3,33284.584522177305,"VEICULO, IMOBILIARIO, CARTAO",66,1
202301,681968070,Dr. Bryan Ramos,50,32,IA,0,Empregado,7651.21331133849,2662.7685968770074,0,0,3,16961.46862726981,"VEICULO, IMOBILIARIO",56,1
202304,117263380,Lucas Barbosa,30,12,IP,0,Empregado,26774.4131882634,5780.650358589324,0,0,3,49311.60803946956,VEICULO,82,0
202304,764451451,Anna Liz Novaes,57,39,IU,0,Autônomo,,24959.24200530845,0,0,4,26156.505044453555,VEICULO,81,0
202306,294169144,Brayan Alves,25,7,IP,0,Empregado,25367.572324839515,5926.174339641386,0,0,2,45000.00251426617,"CARTAO, IMOBILIARIO, VEICULO",69,0
202302,581497073,Bryan Machado,33,14,IA,0,Empregado,9157.353013625683,2142.12034391878,0,0,2,38166.0969815108,"VEICULO, CARTAO, IMOBILIARIO",102,0
202306,162014741,Sra. Helena Vieira,52,34,IU,0,Empregado,18155.947045514986,2308.342561972439,0,0,2,47990.29056039948,"CARTAO, VEICULO, IMOBILIARIO",42,1
202301,166200717,Srta. Ayla Brito,44,26,IA,0,Empregado,8461.588931938611,2662.079202651845,0,1,3,24489.180603891164,VEICULO,31,0
202306,669876655,Liz Cardoso,52,35,IU,0,Empregado,17897.755340898882,5014.453299144534,0,1,2,30288.374897783127,"VEICULO, CARTAO, IMOBILIARIO",94,0
202305,185640608,Allana Porto,20,1,IP,0,Empregado,20772.54664702872,2943.1274172762737,0,0,5,34002.36371633348,"IMOBILIARIO, VEICULO, CARTAO",2,1
202303,453513537,Dr. João Pedro Sales,24,6,IU,1,Empregado,10067.25404971196,2343.8005229412947,1,0,1,42534.660591043816,"VEICULO, IMOBILIARIO",42,0
202303,395313844,Luara Costela,57,39,IA,0,Empregado,,,0,0,5,29645.745373184487,"IMOBILIARIO, VEICULO",95,1
202303,537262071,Srta. Ayla Castro,59,41,IA,0,Desempregado,0.0,540.3966323405199,0,0,4,32240.740702327854,"CARTAO, VEICULO, IMOBILIARIO",69,0
202302,313125037,Pedro Lucas Moura,36,18,IU,0,Autônomo,26927.67431425076,28675.53891147412,0,0,3,23579.283509923105,"VEICULO, CARTAO",64,0
202303,756472244,Maria Fernanda Borges,26,8,IU,0,Desempregado,0.0,70.95411992297717,0,0,3,23613.89400041249,"CARTAO, VEICULO, IMOBILIARIO",52,0
202306,736918066,Olívia Cirino,31,13,IA,0,Empregado,7202.384945134783,2528.1220483892043,0,1,1,28006.91587404586,CARTAO,89,0
202305,570141456,Milena Pastor,29,11,IA,0,Desempregado,,388.9485737152163,0,0,3,32092.95319498248,IMOBILIARIO,53,0
202305,431857358,Francisco Novaes,24,6,IA,0,Autônomo,15534.778348733891,4036.077149026999,0,1,3,17142.46526304233,"IMOBILIARIO, VEICULO",47,0
202302,170830990,Isabela Carvalho,25,7,IP,0,Empregado,20774.62467829725,7215.877986636459,1,1,1,13291.74294916172,"IMOBILIARIO, VEICULO, CARTAO",65,1
202306,733846414,Thales Monteiro,28,10,IU,1,Empregado,13414.18154739834,4180.196676190218,1,1,4,49916.3937640019,"VEICULO, CARTAO",22,0
202303,286401498,Mariah Souza,44,26,IP,0,Empregado,23827.4573879564,2760.557505374552,0,0,1,5586.900791490356,CARTAO,18,0
202305,514914400,Bruna Abreu,24,6,IU,0,Desempregado,0.0,168.81167160697285,0,0,3,37396.14444340192,"VEICULO, IMOBILIARIO",64,0
202305,214234932,Benjamin Novais,69,51,IU,0,Empregado,13932.613396158353,1495.6728591466965,0,0,1,3896.5588313346752,"IMOBILIARIO, CARTAO",90,1
202301,849223444,João Vitor Macedo,25,7,IU,0,Autônomo,28864.374621233383,8040.326012798501,0,1,1,6948.657173922554,"CARTAO, IMOBILIARIO",71,1
202306,224184852,Bella Novaes,58,40,IU,1,Autônomo,,9208.03743909666,0,0,1,38425.62853594606,"VEICULO, IMOBILIARIO, CARTAO",36,0
202305,826744963,Sr. Pedro Miguel Porto,65,47,IU,0,Empregado,14674.747168424074,2783.904912544177,0,1,1,47818.80483080641,VEICULO,54,0
202304,430755122,Lara Guerra,32,14,IP,0,Empregado,26010.22950186473,6297.998360278308,0,0,5,46800.05217409821,CARTAO,113,0
202304,882607597,Gustavo Cunha,54,36,IA,0,Empregado,,,0,0,3,46244.94237544025,IMOBILIARIO,61,0
202303,494760200,Vinicius Costela,43,25,IA,0,Empregado,9362.536548524193,3531.8864218448084,0,0,5,14864.8450238146,CARTAO,40,0
202304,582094659,Caroline Pastor,59,41,IU,0,Desempregado,0.0,19.79811107229179,1,0,5,2917.2339255910942,"VEICULO, IMOBILIARIO",109,0
202305,810371538,Murilo Vieira,41,23,IU,1,Empregado,14722.97188671292,2956.462599046147,0,0,5,21022.363839278387,"IMOBILIARIO, CARTAO, VEICULO",17,1
202306,831361497,Bruno Duarte,51,33,IA,0,Desempregado,0.0,475.3725238040081,1,0,4,28188.446916466797,"CARTAO, IMOBILIARIO",99,0
202305,951777317,Asafe Rodrigues,46,28,IU,0,Empregado,14673.455619597058,4321.195262237423,0,0,1,17801.834983736804,VEICULO,10,1
202302,911163419,Vinicius Sá,18,0,IU,0,Empregado,11596.31958547354,1769.8964982070524,1,1,2,2373.554697416096,"IMOBILIARIO, VEICULO, CARTAO",19,1
202304,450827336,Dr. Arthur Gabriel Costela,72,54,IU,1,Empregado,,,0,0,1,30156.72435574737,"IMOBILIARIO, CARTAO, VEICULO",83,1
202304,526350888,Benício Camargo,43,25,IA,0,Empregado,5490.638442132955,1540.246007327034,0,0,5,4067.0723469509703,"CARTAO, IMOBILIARIO",41,1
202302,150460728,Maria Luísa Fernandes,49,31,IP,0,Empregado,,,0,1,5,27826.366148616067,CARTAO,28,0
202302,275938960,Srta. Ísis Marques,49,31,IA,0,Empregado,5546.382570835214,1558.380107330972,0,0,1,10030.891862762375,"IMOBILIARIO, VEICULO",21,1
202303,698430434,André Ribeiro,33,15,IP,0,Desempregado,0.0,631.0239957047156,0,0,5,5153.914630879772,IMOBILIARIO,25,0
202302,807371991,Olívia Cavalcanti,60,42,IU,1,Desempregado,0.0,129.36565843659352,0,0,3,28797.824897263898,"CARTAO, IMOBILIARIO, VEICULO",50,0
202306,229376630,Sr. Lucas Gonçalves,19,1,IP,1,Autônomo,4534.879230701722,3392.4281215264327,0,0,3,47226.566789867546,"CARTAO, VEICULO, IMOBILIARIO",27,0
202305,501836552,Antonella Melo,21,3,IU,0,Desempregado,0.0,207.5550100168565,0,1,4,27534.970421127,"CARTAO, VEICULO",21,0
202304,796514287,Marina Rodrigues,60,41,IU,0,Empregado,10913.782158264374,4302.771563335734,0,0,4,4206.209531971463,VEICULO,99,1
202302,471476338,Luiz Fernando Farias,30,12,IA,0,Autônomo,29478.04551572085,4075.519732317617,0,0,1,49892.71935033652,"VEICULO, CARTAO",54,0
202302,100880981,Dra. Lara Moura,65,47,IA,1,Empregado,6140.379227576807,1107.365950953155,0,0,4,40680.55104793551,IMOBILIARIO,36,0
202304,565794168,Gustavo Henrique Dias,25,7,IU,0,Empregado,19927.26610820245,3645.4575845779423,0,0,3,3968.640132296485,VEICULO,31,0
202301,399566575,Dra. Amanda Peixoto,27,9,IP,0,Empregado,26424.847577443707,9715.140209980686,0,0,5,12130.681575221251,"IMOBILIARIO, VEICULO",19,0
202301,242062175,Eloá Martins,28,10,IP,0,Empregado,25490.384959363822,3324.3284167104584,0,0,3,40729.830125242814,"IMOBILIARIO, VEICULO",101,0
202306,312279571,Olívia Pacheco,25,8,IA,0,Desempregado,0.0,871.8673753379207,0,1,5,46362.0947477774,"CARTAO, VEICULO",18,0
202304,903604170,Pedro Miguel da Costa,50,32,IA,1,Autônomo,24023.18664736692,2099.9948888769404,0,1,5,5216.517718440586,IMOBILIARIO,6,0
202305,879643548,Sabrina Mendes,26,8,IA,1,Empregado,5912.814755463925,874.5180497821646,1,0,5,26992.66787588004,IMOBILIARIO,98,1
202305,114165618,Ana Lívia Fernandes,33,15,IP,0,Desempregado,,521.7160872607004,1,0,3,27273.04131713291,CARTAO,24,0
202303,892173825,Dr. Lucas Carvalho,24,6,IA,0,Empregado,3437.3015250909475,1189.186198224351,0,0,1,15575.155718525588,"CARTAO, IMOBILIARIO",104,0
202303,716964380,Henrique Barbosa,30,12,IU,0,Autônomo,11947.505743749938,897.4163456029883,0,0,4,29698.064635784525,"CARTAO, VEICULO, IMOBILIARIO",16,0
202301,741502917,Ana Beatriz Nascimento,26,8,IA,0,Empregado,4313.993035412059,1534.4639086792736,0,0,5,6592.449091160806,"VEICULO, CARTAO",34,0
202305,836785419,Heloísa Rocha,34,16,IU,0,Empregado,14937.224914690109,2631.5505903733115,1,0,3,5549.977958033427,"IMOBILIARIO, CARTAO, VEICULO",68,0
202305,846288377,Sabrina Gomes,30,12,IU,0,Empregado,,,0,0,4,36631.03103109227,VEICULO,57,0
202303,335148491,Lucas Gabriel Silveira,32,14,IU,0,Desempregado,0.0,606.6059295014967,0,0,2,49912.96014028746,IMOBILIARIO,71,0
202304,245189381,Davi Lucca Vieira,48,30,IU,0,Empregado,,,1,0,5,8042.860222558246,"VEICULO, CARTAO",40,1
202301,855643333,Luana Lopes,29,10,IA,0,Autônomo,28128.290819664995,4406.297280910776,0,1,3,32426.007759242297,VEICULO,100,0
202302,877039968,Yasmin Aparecida,21,3,IA,0,Empregado,6105.696443699445,2032.356764016684,0,1,2,17623.541144393712,"CARTAO, IMOBILIARIO, VEICULO",106,0
202306,209746806,Srta. Marcela Sampaio,31,13,IA,0,Autônomo,27598.604388455708,29306.635863491687,0,0,4,31553.452683794243,"IMOBILIARIO, VEICULO, CARTAO",42,0
202301,661187595,Isadora Lima,31,13,IA,0,Empregado,,,0,0,4,40783.57538401196,"VEICULO, IMOBILIARIO",3,1
202301,767777623,Théo Marques,28,10,IA,0,Empregado,9248.457406278632,2780.5953809620755,0,0,2,3124.052076947455,CARTAO,69,0
202304,794810784,Sr. Ravi Abreu,68,50,IA,1,Empregado,2908.6009900259705,414.8640626505474,0,0,1,12996.14475453186,"IMOBILIARIO, VEICULO",4,1
202304,151989168,Maria Julia Rezende,27,8,IP,1,Empregado,,,0,0,1,43996.58315187019,IMOBILIARIO,9,1
202301,602958524,Gael Silva,30,12,IA,0,Empregado,2762.9265701194336,485.9047783869885,1,0,1,29863.461964005888,"VEICULO, CARTAO",67,0
202305,760500967,Manuella Machado,52,34,IA,0,Empregado,4192.354815914521,1413.8091178610343,0,0,2,1617.2530488800155,"IMOBILIARIO, CARTAO, VEICULO",80,1
202306,201039298,Thomas Moraes,32,14,IU,0,Empregado,14367.451498256803,2620.226548422972,1,1,4,36184.1487242307,"VEICULO, CARTAO, IMOBILIARIO",105,0
202302,669674636,João Vitor Rios,55,37,IU,0,Autônomo,23924.07667754943,16283.0675707081,0,1,3,24402.979815358507,"VEICULO, CARTAO",40,0
202304,647006415,Benjamin Martins,21,3,IA,0,Desempregado,0.0,150.7225735321449,0,0,4,10824.136606211294,"VEICULO, IMOBILIARIO",57,0
202304,906276128,Ana Cecília Cavalcanti,28,10,IP,0,Empregado,28750.834661670277,9271.123899731718,1,1,5,26407.51126395978,"CARTAO, IMOBILIARIO, VEICULO",45,0
202304,347939168,Ravi Oliveira,31,13,IU,0,Empregado,13748.025272665944,1788.4433047530583,0,0,1,14759.382388260698,"VEICULO, IMOBILIARIO",47,0
202303,683708118,Emilly Rios,56,38,IU,0,Desempregado,0.0,377.4514957491066,1,0,1,42274.7502547222,"IMOBILIARIO, VEICULO",88,0
202306,292951140,Aylla Melo,53,35,IU,0,Desempregado,,185.92675937401816,0,1,1,39791.8980161154,CARTAO,112,0
202302,152701535,Luiza Cirino,21,3,IU,1,Empregado,16168.858366582395,2170.2020027062144,0,1,1,29707.43958598186,VEICULO,7,0
202304,861557841,Marcos Vinicius das Neves,30,12,IA,0,Empregado,9634.778039609631,1037.8313006591611,0,0,4,44300.76356067003,"CARTAO, VEICULO",13,0
202301,976603996,Clara Aragão,25,7,IU,0,Empregado,,,1,0,5,31669.525244761426,"VEICULO, IMOBILIARIO, CARTAO",106,1
202303,123226867,Lorena Rodrigues,68,50,IP,0,Empregado,24893.498516888736,6936.847774630555,0,0,3,25197.40919534938,"CARTAO, IMOBILIARIO",83,0
202301,733756029,Vitória Rodrigues,32,14,IU,0,Desempregado,0.0,527.131059585069,0,0,2,7823.964764382316,VEICULO,85,0
202303,869841446,Lívia Pimenta,24,6,IA,0,Desempregado,0.0,127.63340148811864,1,0,1,13268.99356868294,"CARTAO, VEICULO",108,0
202305,892965011,Giovanna Vasconcelos,30,12,IA,0,Empregado,2000.7869316561591,341.3157182352248,1,0,5,14448.449315991493,"IMOBILIARIO, VEICULO",104,0
202301,126618218,Augusto Monteiro,30,12,IU,0,Empregado,17110.789404606774,2521.713338149899,1,1,4,36867.56177502192,"CARTAO, VEICULO",12,0
202301,226326628,Ana Cecília Rezende,23,5,IU,0,Desempregado,0.0,696.0802135091944,1,0,2,2476.564690505753,CARTAO,95,0
202306,827651614,Juan Pereira,49,31,IP,0,Empregado,23599.381827940804,4712.960237930685,0,1,2,16969.631276151827,"VEICULO, IMOBILIARIO, CARTAO",8,1
202301,237378973,Bárbara Lopes,44,26,IP,0,Empregado,24748.54085234465,9198.606423498706,0,1,4,25715.174999568204,"CARTAO, VEICULO, IMOBILIARIO",7,1
202304,506488935,Sr. Benjamim Fogaça,28,10,IP,0,Empregado,20020.86552784612,2717.743428667828,0,0,5,23610.94045504419,CARTAO,116,0
202301,902557287,Luigi Fernandes,28,10,IA,1,Empregado,,,0,0,1,21718.1167820112,"CARTAO, IMOBILIARIO",4,1
202301,740355658,Nina Aragão,55,37,IU,1,Empregado,11108.65196983758,3531.680129369172,1,1,4,34787.35095285916,"IMOBILIARIO, VEICULO, CARTAO",25,0
202306,117214207,Aurora Rezende,48,30,IU,0,Empregado,19345.31430908269,2189.0527727896088,1,0,2,24333.35129072658,"CARTAO, VEICULO, IMOBILIARIO",12,1
202301,321966737,Noah Moraes,65,47,IU,0,Empregado,17001.283447893806,2587.6964937289918,1,0,2,14319.609320515705,"VEICULO, IMOBILIARIO, CARTAO",30,0
202303,466845344,Sr. Ravy Rodrigues,44,26,IA,0,Empregado,,,0,0,4,3772.3901575188193,"IMOBILIARIO, VEICULO, CARTAO",12,1
202303,851288424,Ana Vitória Borges,32,14,IP,0,Empregado,,,0,0,4,48074.38616708514,CARTAO,40,0
202306,678579562,Luana Caldeira,28,11,IA,0,Empregado,2845.783381637973,975.0156467576656,0,0,5,16633.51590944935,IMOBILIARIO,68,1
202303,213412682,Francisco Ribeiro,63,45,IP,0,Empregado,21482.24306492639,2710.2428370260977,1,0,2,27707.166636747497,VEICULO,119,0
202301,800412860,Eduarda Abreu,52,34,IP,0,Empregado,20005.343379380403,2598.356850286949,1,0,2,20698.171169154422,CARTAO,99,0
202303,134688715,Vitor Rios,28,10,IA,0,Empregado,2375.9932307962285,594.5582241003735,0,0,4,40789.36636575453,IMOBILIARIO,17,0
202305,773427544,João Gabriel Lima,27,8,IU,0,Empregado,17838.97611755113,3983.17047221822,0,1,2,34916.571788083595,"IMOBILIARIO, VEICULO",50,0
202305,182170332,Dr. Josué Marques,40,22,IA,0,Autônomo,9707.62560171802,19744.220851050843,0,1,3,3847.6265269415503,"VEICULO, IMOBILIARIO",36,1
202305,603256458,Maria Fernanda Marques,43,25,IP,0,Empregado,29404.243039098987,5883.168826106406,0,0,4,30110.93232386141,IMOBILIARIO,52,0
202305,543778963,Cauã Leão,49,31,IU,0,Autônomo,26646.2097087446,8979.33319375576,1,0,3,41184.648596328334,CARTAO,92,0
202303,720913401,Enzo Vargas,29,11,IA,0,Empregado,3023.0450474390677,625.0961152952589,0,1,5,7576.736715018616,"CARTAO, IMOBILIARIO",66,1
202304,811293744,Maria Isis Martins,64,46,IU,0,Autônomo,19124.962066379663,21534.37885347844,0,1,4,12166.497880888848,"VEICULO, IMOBILIARIO, CARTAO",75,1
202301,679285993,Zoe Pinto,51,33,IP,0,Desempregado,,734.054635920645,1,0,1,32838.54399896316,VEICULO,74,0
202306,134567613,Evelyn Ferreira,20,2,IU,0,Empregado,11774.480890453156,4262.785058671762,0,1,3,46966.080737580814,VEICULO,27,0
202306,859680301,Sabrina Pereira,27,9,IA,0,Empregado,8840.283582768097,3168.4844707572097,0,0,1,32860.77863391306,VEICULO,116,0
202302,954678864,Sr. Rael Araújo,48,29,IA,1,Empregado,7115.806520622075,1653.6775596772593,0,0,1,6577.210673991414,"CARTAO, VEICULO",45,0
202303,586411508,Otávio da Cruz,64,46,IA,1,Empregado,6773.052517167145,1019.6084254661272,0,0,1,2123.041463483166,CARTAO,93,0
202302,673273772,Maria Isis Araújo,33,15,IA,0,Desempregado,,871.8008680331498,0,0,3,43716.07192004181,CARTAO,60,0
202304,472870082,Emanuelly Vieira,39,21,IA,0,Autônomo,18352.24127809209,4540.8114233802335,0,0,4,1581.1941753286446,"VEICULO, CARTAO",99,1
202305,289651793,Maria Cecília da Rocha,49,31,IU,0,Empregado,14922.036060633063,3385.332959449758,0,0,2,47332.52963755093,"IMOBILIARIO, VEICULO, CARTAO",25,0
202305,573561557,Bella Teixeira,24,6,IA,0,Empregado,6655.416588557657,829.3643888769789,0,1,1,49712.67426361999,"VEICULO, IMOBILIARIO",4,1
202302,709517466,Sr. Ryan Souza,33,14,IA,0,Autônomo,25976.64612159608,5027.176510401784,1,1,1,45527.56560447971,CARTAO,42,0
202301,974888663,Dr. Otto Moura,25,7,IU,0,Desempregado,0.0,291.15619206903085,1,0,2,37867.70645840665,IMOBILIARIO,101,0
202306,173008021,Luiz Gustavo Vieira,34,16,IP,0,Empregado,20318.417305629064,4817.771541861072,0,0,5,40271.89961166721,IMOBILIARIO,95,0
202306,922543647,Sr. José Caldeira,26,8,IA,0,Empregado,9467.382331321336,1329.930694957381,0,0,5,42642.06508852775,"VEICULO, IMOBILIARIO, CARTAO",11,0
202306,832003857,Sr. Nicolas da Cunha,66,49,IP,0,Empregado,28481.619638325858,6082.485295482209,1,0,3,34505.37997251278,"VEICULO, IMOBILIARIO",48,1
202303,623705062,Ana Clara Farias,33,14,IA,0,Empregado,9733.11909450615,2256.3638127570466,0,0,5,19740.07542526749,"VEICULO, CARTAO, IMOBILIARIO",10,0
202303,588200680,Ana Liz Caldeira,19,0,IP,0,Empregado,22502.77910846562,7093.251223535877,0,0,1,46441.40390932851,"IMOBILIARIO, VEICULO, CARTAO",92,0
202305,637004764,Sr. Juan Fogaça,41,23,IA,0,Empregado,9816.897394769983,1187.8477588665592,1,0,4,13779.614721043712,"IMOBILIARIO, VEICULO",86,0
202304,880886231,Sabrina Mendes,33,15,IU,1,Empregado,16862.849022876006,4295.157396983379,0,0,1,47698.92784739541,"VEICULO, IMOBILIARIO, CARTAO",46,1
202304,314424451,Júlia Pereira,20,2,IU,1,Empregado,12231.367425808265,4542.717553691764,0,0,1,19488.54039701612,IMOBILIARIO,60,1
202306,545636283,Mathias da Rosa,49,31,IA,0,Empregado,6188.304446233621,1701.3743374749731,0,0,5,7800.385843483486,"CARTAO, IMOBILIARIO, VEICULO",54,1
202303,962250574,Sr. Ravi Lucca Aragão,65,47,IA,0,Empregado,3738.3229082588496,1017.275091571413,0,0,2,45664.03632527191,"IMOBILIARIO, CARTAO",90,0
202304,654589168,Theodoro Siqueira,64,46,IP,0,Empregado,21924.74354099959,3331.2498962989407,1,0,3,16307.813927031391,"CARTAO, VEICULO",56,0
202305,125832974,Alana Freitas,24,6,IA,0,Autônomo,17276.37878129523,27809.814802333047,1,0,4,17794.32535017725,VEICULO,73,0
202305,287046022,Sr. Henrique da Luz,50,32,IA,1,Empregado,2408.2284307553614,753.6312013277892,1,0,3,3376.73969354218,VEICULO,19,1
202304,807110812,Clarice Rios,50,32,IU,0,Empregado,17128.53281328805,3043.298453747569,0,0,5,42596.422838910825,"VEICULO, CARTAO",96,0
202303,557460435,Thales Rocha,26,8,IP,0,Desempregado,0.0,936.030177274842,0,0,1,49668.82721930571,"IMOBILIARIO, VEICULO, CARTAO",109,0
202302,233306531,Caroline Pereira,56,38,IP,0,Empregado,22695.22985074075,4682.423034864198,0,0,1,15767.405290582858,IMOBILIARIO,6,1
202304,798731008,Isabela Camargo,58,40,IA,0,Empregado,4838.781350166479,1138.1803483778087,0,0,4,13265.342130800984,"VEICULO, IMOBILIARIO, CARTAO",90,0
202305,169178531,Carlos Eduardo Campos,23,5,IA,0,Empregado,9269.16534392598,1174.4734131202556,0,0,2,43414.36805123631,VEICULO,24,0
202304,501836640,Ravi Ramos,56,38,IA,0,Empregado,5225.973295081783,1618.2741450622573,0,0,1,21359.197014249283,"VEICULO, CARTAO",63,0
202305,123521072,Natália Camargo,60,42,IP,0,Empregado,22888.922681980504,8894.243363432084,0,1,3,37769.78536989504,"IMOBILIARIO, CARTAO, VEICULO",74,1
202302,512421198,Maria Flor Aragão,26,8,IP,0,Desempregado,0.0,443.0550013135976,0,0,5,6207.242368464566,"VEICULO, CARTAO, IMOBILIARIO",32,0
202302,303766933,Pietro Guerra,28,10,IA,1,Autônomo,,22262.83826885173,0,0,3,4381.2901159876965,VEICULO,47,1
202303,244667571,Maria Flor Fogaça,19,1,IA,0,Desempregado,0.0,374.5183232645551,0,0,4,47825.51351476229,"IMOBILIARIO, CARTAO, VEICULO",7,0
202302,161754776,Davi Santos,43,25,IP,0,Empregado,27490.196883952143,8673.573039795849,0,1,1,14307.536353219615,"VEICULO, IMOBILIARIO, CARTAO",97,1
202305,272331558,Yan Azevedo,29,11,IA,1,Autônomo,29680.962001675955,18259.95890872633,0,0,1,30212.11988055305,"IMOBILIARIO, CARTAO, VEICULO",82,0
202301,681091741,Sra. Stella Sá,52,34,IA,0,Empregado,7028.22041069519,2106.941762127024,0,0,4,14047.971339700793,"IMOBILIARIO, CARTAO, VEICULO",92,0
202306,154677276,Luiz Miguel Garcia,49,31,IP,0,Empregado,20860.223937403665,4776.718959658932,0,1,3,46342.934296733176,IMOBILIARIO,57,0
202306,993912845,Ana Vitória Abreu,27,9,IA,0,Autônomo,,27243.43657736059,0,0,4,26179.554581425047,"VEICULO, CARTAO, IMOBILIARIO",111,0
202301,753593584,Giovanna Borges,31,13,IA,0,Autônomo,28906.954128450285,23190.46143143452,0,1,3,21084.67518957786,CARTAO,18,1
202304,965984448,Luan Camargo,25,7,IU,0,Empregado,11245.755801977664,3129.775283298972,0,1,3,35027.6709174504,"VEICULO, CARTAO, IMOBILIARIO",3,1
202304,203209448,Eloá Costela,33,15,IA,0,Desempregado,0.0,228.3061665126216,0,0,3,35397.40972853812,"VEICULO, IMOBILIARIO",63,0
202303,235497187,Calebe Moraes,31,14,IU,0,Autônomo,12452.776558064344,27733.48072301907,0,0,5,48630.24791289184,VEICULO,102,0
202303,317043459,Ana Ramos,31,14,IP,0,Desempregado,0.0,863.9651985245443,0,0,2,14890.17519734306,"VEICULO, CARTAO, IMOBILIARIO",62,0
202303,840638865,Dra. Raquel da Costa,25,7,IA,0,Desempregado,0.0,424.16063827675066,0,0,3,27317.728939790974,IMOBILIARIO,43,0
202301,856641801,Mariah Jesus,59,41,IA,0,Empregado,6226.400510680815,1600.338218454836,0,0,4,17734.331345686485,"IMOBILIARIO, CARTAO",93,0
202306,965615974,Yago Dias,34,15,IA,0,Empregado,9223.43787427555,3224.1462794580134,1,1,5,5411.482769350782,"CARTAO, IMOBILIARIO",48,0
202303,960250450,Cecilia Oliveira,29,10,IU,0,Empregado,14536.631954691438,3219.0288697801534,0,0,3,31161.463232096336,"IMOBILIARIO, CARTAO",120,0
202304,679650763,Kevin Cassiano,23,5,IA,1,Empregado,5836.816220227099,1019.2513081176852,0,1,5,2001.9304208185608,"CARTAO, IMOBILIARIO",120,1
202303,455645372,Ana Laura Gonçalves,60,42,IA,0,Empregado,4382.519229087406,1599.6634029050597,0,0,4,30948.347957759408,"CARTAO, IMOBILIARIO, VEICULO",79,0
202304,365713980,Matheus Novaes,59,41,IA,0,Desempregado,0.0,130.81301484756636,0,0,2,28248.780661444336,"IMOBILIARIO, CARTAO",102,0
202306,296156159,Isabelly Nunes,54,36,IP,0,Desempregado,,355.9189378115255,1,0,4,29239.859443212004,"VEICULO, CARTAO, IMOBILIARIO",2,0
202306,832730452,Eduardo Duarte,29,11,IA,0,Empregado,8935.787365880642,1964.2802085829085,0,0,3,27951.538115245097,"CARTAO, IMOBILIARIO",28,0
202302,353626448,Vitor Gabriel da Luz,29,12,IA,0,Empregado,2761.5712627960065,629.8354444265511,0,0,4,25516.051365241223,"VEICULO, IMOBILIARIO",113,0
202304,239642759,Maria Sophia Cunha,37,19,IU,0,Empregado,19076.15773020371,2786.2078298025967,1,0,4,19709.771229779035,"IMOBILIARIO, VEICULO, CARTAO",72,1
202301,538841963,Guilherme Cirino,26,8,IA,0,Empregado,8746.969241905581,1510.9427625138785,1,1,3,36371.345337646446,"CARTAO, VEICULO, IMOBILIARIO",83,1
